Time	Person	xcor	ycor
494	61	20.999999999996522	30.753162315411394
494	62	2.6825704202737164	1.7844420967460382
494	63	13.273891622062008	13.000001447706842
494	64	14.80397771065887	12.999960529593672
494	65	60.86491887424142	46.498023498471625
494	66	17.558557719082568	12.999474063991492
494	67	4.293600301430205	6.011280308824532
494	68	4.576174709907873	4.534616880805837
494	69	59.10002863185144	52.61373490564764
494	70	7.000000000000002	13.33401570921135
494	71	22.00000276912992	24.52389162205851
494	72	20.999858591533137	21.842818258176745
494	73	69.51910237978188	47.52842687871792
494	74	8.775114390868998	8.292836110013734
494	75	7.000000000000032	11.986009092429377
494	76	61.617442332965524	30.112127496464588
494	77	12.365313985492996	12.773919722206582
494	78	39.016333383558504	52.99983974505645
494	79	27.27389147379349	13.000677478502084
494	80	64.43942260442495	43.908624040949576
494	81	56.7493868842937	1.0009430376350075
495	0	8.153551358284012	9.212593222191252
495	1	85.99999979120263	33.315916419349904
495	2	55.03942794303814	1.0000001743628424
495	3	61.727606875109	44.068098281222746
495	4	7.000030475243798	23.724607389978967
495	5	21.021644636733214	16.98871313439735
495	6	21.00313927461417	27.127555583012416
495	7	21.384067316929006	20.89141156207942
495	8	21	13.5
495	9	20.64212519101835	12.879946805073763
495	10	11.23528519989053	11.834493558975561
495	11	20.999955714062974	29.654892027600297
495	12	10.255563590261598	8.725075629625357
495	13	18.846250178202208	12.9943762776385
495	14	9.147787763947596	10.280251364551088
495	15	21.668652814547144	21.164482181517595
495	16	52.38727971485615	1.0000010315637824
495	17	70.75619637899253	7.251169586368346
495	18	66	34
495	19	55.24971459410929	29.788294057997366
495	20	66.84254481051828	44.64066694472687
495	21	78	30.75
495	22	2.4918771098144004	4.434658840549334
495	23	2.2709447982293427	1.4739580298078392
495	24	79.96616630709843	54.9963997780997
495	25	20.657406809004907	16.13297044940449
495	26	20.991036066853628	15.005041119516738
495	27	74.54651252874511	1.2672847621787817
495	28	58.47476777933586	41.99991142892226
495	29	74.44971424136742	1.16793052906844
495	30	81.11162248470364	54.98197285767818
495	31	21.394562471413714	22.052662328195705
495	32	75.58729084771691	54.585222314990794
495	33	2.048535557307879	2.043639227559416
495	34	21.004892645823563	25.74002322385673
495	35	22.00000000000008	29.76212303028634
495	36	51	38.75
495	37	68.57047531336202	46.49925721632647
495	38	54.97616121460499	13.011778942699072
495	39	44	47
495	40	16.04006922020423	12.999958327114696
495	41	10.75	53
495	42	21.585638817713015	17.73342850760139
495	43	21.05474079819337	17.868601817757536
495	44	50.69977910791675	1.0000001542433459
495	45	21.077115611562125	19.964959010548966
495	46	21.99999999905601	31.59547642470175
495	47	58.46176015111683	52.99999999999999
495	48	14.037280143944525	31.919170907331722
495	49	20.999964028148483	37.00196070058027
495	50	66.03900041719187	31.137589597800968
495	51	54.66322827869143	43.000000000004064
495	52	21.80955158680942	22.777804473293187
495	53	11.87028088764139	7.131257367637878
495	54	2.584782358857602	1.310743752897668
495	55	24.402327812273786	13.013165676480098
495	56	61.166414445210236	29.89645248039258
495	57	21.996551510822897	26.39531967726186
495	58	65.26734730166194	43.1653175547726
495	59	17.958754350393527	12.00000000013082
495	60	56.48479109336364	43.00000000000001
495	61	20.999999999997677	30.503162315411394
495	62	2.5184645734780737	1.5958439232461734
495	63	13.02389162206217	13.000001163595773
495	64	14.553977710960147	12.99997280307021
495	65	60.799955278657194	46.25661154506258
495	66	17.308557829907997	12.99970946301893
495	67	4.096642605114007	5.857307370092376
495	68	4.3929125154377076	4.364572862745867
495	69	59.05981339953948	52.36699063501487
495	70	7.000000000000002	13.08401570921135
495	71	22.000001447706843	24.273891622062003
495	72	20.99990053665698	21.59281826169553
495	73	69.69643648720304	47.70464439869009
495	74	8.947057470079013	8.111354492454879
495	75	7.000000000000024	11.736009092429377
495	76	61.617442332965524	30.112127496464588
495	77	12.258597786642733	12.547840857862852
495	78	39.2663333802408	52.999880474033816
495	79	27.02389150914729	13.000544524003955
495	80	64.1946585631102	43.959521625167994
495	81	56.499387082243636	1.0006284348216692
496	0	8.296648304719486	9.007597456574391
496	1	85.99999986750814	33.56591641934989
496	2	54.78942794303814	1.0000001324256302
496	3	61.977249595752966	44.05473744182252
496	4	7.000019960845176	23.474607390200074
496	5	20.799973279152617	17.10430642671302
496	6	21.002443241865414	26.87755655193747
496	7	21.14349778282933	20.959428466324347
496	8	21	13.25
496	9	20.396383242942594	12.925891281955451
496	10	10.987499343557387	11.86769249572436
496	11	20.999972619879145	29.40489202817191
496	12	10.43465377103348	8.550643100689108
496	13	18.596255698287983	12.996037606147679
496	14	9.286317755879205	10.072142159239482
496	15	21.760814328883434	21.396874641109644
496	16	52.13727971485622	1.000000845666921
496	17	70.93245040435497	7.073871761949841
496	18	66	34
496	19	55.24971459410929	29.788294057997366
496	20	66.71083718440455	44.8531595357118
496	21	78	31
496	22	2.4107969021131654	4.198172054620131
496	23	2.4805462236566083	1.3376963607337433
496	24	80.21616479122396	54.99727037268737
496	25	20.72976719709041	15.893671527058158
496	26	20.773130831481303	15.127586247519986
496	27	74.54651252874511	1.2672847621787817
496	28	58.72476777578126	41.99995358697778
496	29	74.33084583244553	1.3878630218028691
496	30	81.36157102887533	54.98704486580685
496	31	21.64362206501163	22.030998560359958
496	32	75.82716552079916	54.65565058498012
496	33	2.03692159284761	1.7939091416075716
496	34	21.003239812933792	25.49002868762956
496	35	22.000000000000053	29.51212303028634
496	36	51	38.75
496	37	68.80641883889493	46.581904979509176
496	38	55.22614467152511	13.008902961776313
496	39	44	47.25
496	40	15.790069220404906	12.999968343968494
496	41	11	53
496	42	21.663372635461972	17.971036280155595
496	43	21.15088200721916	17.63782732192435
496	44	50.449779107916754	1.000000099139048
496	45	20.84951113950494	20.068381466038915
496	46	21.999999999452328	31.34547642470175
496	47	58.71176015111683	52.99999999999999
496	48	14.141985431324589	31.692153721209927
496	49	20.999973003513354	36.751960700741385
496	50	66.03900041719187	31.137589597800968
496	51	54.91322827869143	43.000000000003304
496	52	21.86900866229295	22.53497767045844
496	53	12.046937272033766	6.954360443262655
496	54	2.584782358857602	1.310743752897668
496	55	24.15233882940615	13.01081866885234
496	56	61.166414445210236	29.89645248039258
496	57	21.997169376158954	26.14532044077817
496	58	65.19108896602648	43.40340297273453
496	59	17.708754350393527	12.000000000096708
496	60	56.73479109336364	43.00000000000001
496	61	21.22388928379171	30.614398948775566
496	62	2.5184645734780737	1.5958439232461734
496	63	12.773891622062331	13.000000879484704
496	64	14.303977711261425	12.99998507654675
496	65	60.73499168307297	46.01519959165354
496	66	17.058557836070072	12.9997649701137
496	67	3.89968490879781	5.703334431360219
496	68	4.21432845464116	4.189622203331805
496	69	59.292700375505156	52.27608597932793
496	70	7.000000000000002	12.83401570921135
496	71	22.000001163595773	24.023891622062163
496	72	20.999918207320988	21.842818261071027
496	73	69.8737705946242	47.88086191866226
496	74	9.119000549289026	7.929872874896024
496	75	7.000000000000016	11.486009092429377
496	76	61.617442332965524	30.112127496464588
496	77	12.151881587792468	12.321761993519122
496	78	39.5163333769231	52.99992120301118
496	79	26.77389154450109	13.000411569505825
496	80	63.94989452179544	44.01041920938641
496	81	56.24938710420215	1.0005236528787818
497	0	8.43974525115496	8.80260169095753
497	1	85.99999992603792	33.3159164193499
497	2	54.53942794303814	1.000000090488417
497	3	62.226892316396935	44.04137660242229
497	4	7.000016576750313	23.224607390222978
497	5	20.57830192157202	17.21989971902869
497	6	21.001747209116658	26.627557520862524
497	7	20.90292824872965	21.027445370569275
497	8	20.757464374963668	13.189366093740917
497	9	20.14673457930916	12.93914061197779
497	10	10.739713487224243	11.900891432473157
497	11	20.999977492161197	29.15489202821939
497	12	10.613743951805361	8.37621057175286
497	13	18.34626121837376	12.997698934656858
497	14	9.094277906894941	9.912077496049566
497	15	21.539159519598837	21.281249619937718
497	16	51.88727971485629	1.0000006597700595
497	17	71.1087044297174	6.896573937531335
497	18	66	34
497	19	55.24971459410929	29.788294057997366
497	20	66.89762345639969	45.019324780556076
497	21	78	31
497	22	2.3297166944119305	3.9616852686909283
497	23	2.4805462236566083	1.3376963607337433
497	24	80.46616327534949	54.998140967275035
497	25	20.802127585175914	15.654372604711828
497	26	20.55522559610898	15.250131375523234
497	27	74.54651252874511	1.2672847621787817
497	28	58.97476777561568	41.99996268591312
497	29	74.10371984329852	1.4923320844673285
497	30	81.61151957304702	54.99211687393553
497	31	21.72529610502828	21.794716205565194
497	32	76.0670401938814	54.72607885496945
497	33	2.025307628387342	1.544179055655727
497	34	21.00269623191044	25.240029278590917
497	35	22.00000000000003	29.26212303028634
497	36	51	38.75
497	37	68.96740509633507	46.77317291962308
497	38	55.47612812844523	13.006026980853552
497	39	44	47.5
497	40	15.54006922060558	12.99997836082229
497	41	11.25	53
497	42	21.745258755096383	17.73482733999621
497	43	21.12335890903492	17.88630766132033
497	44	50.199779107916754	1.0000000820435047
497	45	20.621906667447757	20.171803921528863
497	46	21.99999999955409	31.09547642470175
497	47	58.96176015111683	52.99999999999999
497	48	13.900602126896185	31.75722368619551
497	49	20.999981978878225	36.5019607009025
497	50	66.03900041719187	31.137589597800968
497	51	55.16322827869143	43.000000000002544
497	52	21.648583998749345	22.652930914168348
497	53	12.223593656426141	6.7774635188874335
497	54	2.584782358857602	1.310743752897668
497	55	23.902349846538517	13.008471661224581
497	56	61.166414445210236	29.89645248039258
497	57	21.99778724149501	25.895321204294483
497	58	65.11483063039103	43.641488390696466
497	59	17.458754350393527	12.000000000062597
497	60	56.98479109336364	43.00000000000001
497	61	21.13829433626257	30.37950853824869
497	62	2.599562304580623	1.832324700498826
497	63	12.523891622062493	13.000000595373635
497	64	14.053977711277797	12.999987937687152
497	65	60.670028087488745	45.7737876382445
497	66	16.808557842232148	12.999820477208472
497	67	3.702727212481612	5.549361492628062
497	68	4.035744393844613	4.014671543917743
497	69	59.52558735147083	52.18518132364099
497	70	7.000000000000002	12.58401570921135
497	71	22.000000879484702	23.773891622062322
497	72	20.999935877984996	22.092818260446524
497	73	70.05110470204536	48.05707943863443
497	74	9.290943628499042	7.748391257337168
497	75	7.000000000000013	11.236009092429377
497	76	61.617442332965524	30.112127496464588
497	77	11.911099116667636	12.254502781517944
497	78	39.76633337657052	52.99993448041924
497	79	26.52389157985489	13.000278615007696
497	80	63.70513048048069	44.06131679360483
497	81	55.99938712616066	1.0004188709358943
498	0	8.582842197590434	8.59760592534067
498	1	85.99999995306754	33.5659164193499
498	2	54.28942794303814	1.0000000485512048
498	3	62.476535037040904	44.02801576302206
498	4	7.000013192655451	22.974607390245882
498	5	20.659980118169894	16.983618801050703
498	6	21.0010511763679	26.377558489787578
498	7	20.662358714629974	21.095462274814203
498	8	20.514928749927336	13.128732187481834
498	9	19.897085915675728	12.952389942000126
498	10	10.809105533235414	11.66071494746602
498	11	20.999982364443248	28.904892028266868
498	12	10.79116230757374	8.200077874514543
498	13	18.09626158355486	12.99812624065634
498	14	8.902238057910678	9.75201283285965
498	15	21.62377284171395	21.046003821419138
498	16	51.63727971485636	1.0000004738731971
498	17	71.28495845507985	6.719276113112831
498	18	66	34
498	19	55.24971459410929	29.788294057997366
498	20	67.08440972839482	45.185490025400355
498	21	78	31.25
498	22	2.248636486710695	3.7251984827617255
498	23	2.4805462236566083	1.3376963607337433
498	24	80.71616175947501	54.99901156186271
498	25	21.042328821923785	15.723678923794528
498	26	20.63902538859299	15.01459455296753
498	27	74.54651252874511	1.2672847621787817
498	28	59.224767775450104	41.999971784848455
498	29	74.32283800060704	1.3719691618635708
498	30	81.86151554386457	54.99353623118055
498	31	21.484745576651093	21.862800295464783
498	32	76.30691486696364	54.79650712495878
498	33	2.1643918975476364	1.7519182336461745
498	34	21.00215265088709	24.990029869552274
498	35	22.00000000000002	29.01212303028634
498	36	51	38.75
498	37	69.12839135377521	46.96444085973698
498	38	55.72611158536535	13.003150999930792
498	39	44	47.75
498	40	15.290069220806256	12.999988377676088
498	41	11.5	53
498	42	21.509724219501603	17.81863356018392
498	43	21.09583581085068	18.13478800071631
498	44	49.949779107916754	1.0000000649479612
498	45	20.698674293664507	19.933882229442904
498	46	21.999999999655852	30.84547642470175
498	47	59.21176015111683	52.99999999999999
498	48	13.659218822467782	31.82229365118109
498	49	20.999990954243096	36.25196070106362
498	50	66.03900041719187	31.137589597800968
498	51	55.41322827869143	43.00000000000178
498	52	21.42815933520574	22.770884157878257
498	53	12.400250040818516	6.600566594512212
498	54	2.584782358857602	1.310743752897668
498	55	23.652360863670882	13.006124653596823
498	56	61.166414445210236	29.89645248039258
498	57	21.99840510683107	25.645321967810794
498	58	65.34654650052623	43.735338033889654
498	59	17.208754350393527	12.00000000005187
498	60	57.23479109336364	43.00000000000001
498	61	21.113357083701317	30.13075538061105
498	62	2.599562304580623	1.832324700498826
498	63	12.273891622062655	13.000000311262566
498	64	13.80397771129417	12.999990798827554
498	65	60.60506449190452	45.53237568483546
498	66	16.558557848394223	12.999875984303241
498	67	3.505769516165415	5.395388553895905
498	68	3.8571603330480655	3.839720884503681
498	69	59.61849243679791	51.95308512565324
498	70	7.000000000000001	12.33401570921135
498	71	22.000000595373635	23.523891622062482
498	72	21.248866019375345	22.069714479210973
498	73	70.22843880946652	48.2332969586066
498	74	9.462886707709055	7.566909639778313
498	75	7.000000000000011	10.986009092429377
498	76	61.617442332965524	30.112127496464588
498	77	11.670316645542803	12.187243569516767
498	78	40.01633337621794	52.9999477578273
498	79	26.27389161520869	13.000145660509567
498	80	63.46036643916594	44.11221437782325
498	81	55.749387148119176	1.000314088993007
499	0	8.81319822651882	8.500466335387113
499	1	85.99999997380048	33.3159164193499
499	2	54.03942794303814	1.0000000391378823
499	3	62.22658002643719	44.02327311881276
499	4	7.000009808560588	22.724607390268787
499	5	20.74165831476777	16.747337883072717
499	6	21.000860408413278	26.127558562572414
499	7	20.73599491783827	20.856552857718377
499	8	20.763994741909066	13.107142105542282
499	9	19.647437252042295	12.965639272022464
499	10	10.878497579246584	11.420538462458884
499	11	20.9999872367253	28.654892028314347
499	12	10.96858066334212	8.023945177276225
499	13	17.84626194873596	12.99855354665582
499	14	9.108484937713477	9.610725096054189
499	15	21.708386163829065	20.810758022900558
499	16	51.38727971485643	1.0000002879763348
499	17	71.46121248044228	6.5419782886943265
499	18	66	34
499	19	55.24971459410929	29.788294057997366
499	20	67.27119600038995	45.351655270244635
499	21	78	31.25
499	22	2.1675562790094602	3.4887116968325227
499	23	2.4805462236566083	1.3376963607337433
499	24	80.96616168538013	54.99920403896246
499	25	21.282530058671657	15.79298524287723
499	26	20.722825181077003	14.779057730411827
499	27	74.54651252874511	1.2672847621787817
499	28	59.474767775284526	41.99998088378379
499	29	74.09699764037485	1.4791891772067702
499	30	82.11151151468212	54.99495558842557
499	31	21.726327813360477	21.92712776165529
499	32	76.54678954004588	54.866935394948115
499	33	2.110995643174874	1.5076871135591567
499	34	21.00160906986374	24.74003046051363
499	35	22.000000000000018	28.76212303028634
499	36	51	38.75
499	37	69.28937761121536	47.155708799850885
499	38	55.97611082057565	13.002532619573614
499	39	44	48
499	40	15.0400692208164	12.999990629943587
499	41	11.75	53
499	42	21.605551507222984	18.04953858595851
499	43	21.06831271266644	18.383268340112288
499	44	49.699779107916754	1.0000000478524178
499	45	20.775441919881256	19.695960537356946
499	46	21.999999999757613	30.59547642470175
499	47	59.46176015111683	52.99999999999999
499	48	13.417835518039379	31.887363616166674
499	49	20.999992760561156	36.00196070107014
499	50	66.03900041719187	31.137589597800968
499	51	55.66322827869143	43.00000000000102
499	52	21.306772356233036	22.552331643969403
499	53	12.576906425210892	6.42366967013699
499	54	2.584782358857602	1.310743752897668
499	55	23.402371880803248	13.003777645969064
499	56	61.166414445210236	29.89645248039258
499	57	21.999022972167126	25.395322731327106
499	58	65.57826237066143	43.829187677082835
499	59	16.958754350393527	12.000000000041142
499	60	57.48479109336364	43.00000000000001
499	61	21.08841983114006	29.88200222297341
499	62	2.599562304580623	1.832324700498826
499	63	12.023891622062662	13.000000250177587
499	64	13.553977711310543	12.999993659967954
499	65	60.5401008963203	45.290963731426416
499	66	16.308557854556298	12.999931491398012
499	67	3.420578444345428	5.1603513626214985
499	68	3.678576272251518	3.6647702250896197
499	69	59.86834840805745	51.96157003142477
499	70	7.000000000000001	12.08401570921135
499	71	22.000000311262564	23.273891622062642
499	72	21.192217085351725	21.826217254844888
499	73	70.40577291688768	48.40951447857877
499	74	9.634829786919068	7.3854280222194575
499	75	7.000000000000008	10.736009092429377
499	76	61.617442332965524	30.112127496464588
499	77	11.42953417441797	12.11998435751559
499	78	40.266333375865365	52.99996103523536
499	79	26.023891616842977	13.000117074775334
499	80	63.215602397851185	44.16311196204167
499	81	55.49938717007769	1.0002093070501195
500	0	9.043554255447205	8.403326745433557
500	1	85.99999998337516	33.5659164193499
500	2	53.78942794303814	1.0000000297245597
500	3	61.97662501583348	44.01853047460346
500	4	7.000006424465726	22.47460739029169
500	5	20.823336511365643	16.51105696509473
500	6	21.00066964045866	25.87755863535725
500	7	20.809631121046564	20.61764344062255
500	8	20.816115269176514	12.862635560359207
500	9	19.39778858840886	12.978888602044801
500	10	10.653002747605923	11.312593657566062
500	11	20.99999210900735	28.404892028361825
500	12	11.1459990191105	7.847812480037907
500	13	17.596262313917062	12.998980852655302
500	14	9.108484937713477	9.610725096054189
500	15	21.79299948594418	20.575512224381978
500	16	51.13727971485644	1.0000002360804678
500	17	71.63746650580472	6.364680464275823
500	18	66	34
500	19	55.24971459410929	29.788294057997366
500	20	67.04848960171026	45.465241625002264
500	21	78	31.5
500	22	2.1395950265317367	3.24028028102551
500	23	2.4805462236566083	1.3376963607337433
500	24	81.21616161128524	54.99939651606221
500	25	21.198624809532138	15.557485966515634
500	26	20.806624973561014	14.543520907856124
500	27	74.54651252874511	1.2672847621787817
500	28	59.72476777511895	41.99998998271913
500	29	74.31783033201965	1.3620016253895648
500	30	82.36150748549967	54.99637494567059
500	31	21.79710442482909	21.687355638027412
500	32	76.79574804413117	54.88973151838193
500	33	2.2389434201657687	1.7224645946019521
500	34	21.00106548884039	24.490031051474986
500	35	22.00000000000001	28.51212303028634
500	36	51	38.75
500	37	69.4503638686555	47.34697673996479
500	38	56.226110055785945	13.001914239216438
500	39	44	48.25
500	40	14.790069220826545	12.999992882211087
500	41	12	53
500	42	21.701378794944365	18.280443611733098
500	43	21.0407896144822	18.631748679508267
500	44	49.449779107916754	1.0000000307568737
500	45	20.852209546098006	19.458038845270988
500	46	21.999999999859376	30.34547642470175
500	47	59.356954127625315	52.77302930268446
500	48	13.176452213610975	31.952433581152256
500	49	20.999994566879217	35.75196070107666
500	50	66.03900041719187	31.137589597800968
500	51	55.91322827869143	43.00000000000083
500	52	21.254946229272218	22.79690076009865
500	53	12.753647342845126	6.24685720441749
500	54	2.809542878288708	1.420209313258265
500	55	23.15237278783767	13.003104209715287
500	56	61.166414445210236	29.89645248039258
500	57	21.999198026219393	25.145322792614955
500	58	65.82647736859558	43.859009058683135
500	59	16.708754350393527	12.000000000030415
500	60	57.73479109336364	43.00000000000001
500	61	21.063482578578807	29.633249065335768
500	62	2.6806600356831725	2.068805477751478
500	63	11.773891622062669	13.00000018909261
500	64	13.303977711326915	12.999996521108356
500	65	60.47513730073607	45.049551778017374
500	66	16.05855785489892	12.999944579967549
500	67	3.2269595892884313	5.002200362098524
500	68	3.49999221145497	3.489819565675558
500	69	59.90226033075072	51.71388074724145
500	70	7.000000000000001	11.83401570921135
500	71	22.000000250177585	23.02389162206265
500	72	21.135568151328105	21.582720030478804
500	73	70.58310702430884	48.58573199855094
500	74	9.810299785345485	7.207354218272235
500	75	7.000000000000005	10.486009092429377
500	76	61.617442332965524	30.112127496464588
500	77	11.340012587486218	11.886562238869518
500	78	40.51633337551279	52.99997431264342
500	79	25.773891618477265	13.0000884890411
500	80	62.97083835653643	44.21400954626009
500	81	55.249387172513536	1.0001744082841006
501	0	9.184351483650925	8.196744702336511
501	1	85.99999999071937	33.3159164193499
501	2	53.53942794303814	1.0000000203112371
501	3	61.726670005229764	44.01378783039416
501	4	7.000005335283316	22.224607390294064
501	5	21.054198516407585	16.606987849735784
501	6	21.00047887250404	25.627558708142086
501	7	20.88326732425486	20.378734023526725
501	8	20.569583002504206	12.904130638253028
501	9	19.147817097719958	12.982664028215217
501	10	10.427507915965261	11.20464885267324
501	11	20.99999351320648	28.15489202836577
501	12	11.32341737487888	7.67167978279959
501	13	17.346262679098164	12.999408158654782
501	14	8.889519301497781	9.49008492796472
501	15	21.572590935163493	20.693495573812132
501	16	50.88727971485645	1.000000184184601
501	17	71.81410398079962	6.187764658233999
501	18	66	34
501	19	55.24971459410929	29.788294057997366
501	20	67.26642910080682	45.58772580656683
501	21	78	31.75
501	22	2.1116337740540128	2.991848865218497
501	23	2.4805462236566083	1.3376963607337433
501	24	81.46616153719036	54.999588993161964
501	25	21.11471956039262	15.321986690154038
501	26	20.890424766045026	14.30798408530042
501	27	74.54651252874511	1.2672847621787817
501	28	59.97476777511123	41.999991946534166
501	29	74.07676020575163	1.2957808263826454
501	30	82.61150345631722	54.99779430291561
501	31	21.564366523413455	21.778641284460164
501	32	77.04470654821647	54.912527641815736
501	33	2.2389434201657687	1.7224645946019521
501	34	21.00088671931627	24.240031115392078
501	35	22.000000000000007	28.26212303028634
501	36	51	38.75
501	37	69.61135012609564	47.538244680078684
501	38	56.47610929099624	13.00129585885926
501	39	44	48.5
501	40	14.54006922083669	12.999995134478587
501	41	12.25	53
501	42	21.758159335349188	18.036977042711115
501	43	21.024681603913567	18.38226815522727
501	44	49.199779107916754	1.0000000254531562
501	45	20.928977172314756	19.22011715318503
501	46	21.999999999885507	30.09547642470175
501	47	59.2521481041338	52.546058605368934
501	48	12.935068909182572	32.01750354613784
501	49	20.999996373197277	35.501960701083185
501	50	66.03900041719187	31.137589597800968
501	51	56.16322827869143	43.00000000000064
501	52	21.2031201023114	23.0414698762279
501	53	12.93038826047936	6.070044738697991
501	54	2.5876542595067358	1.3050336176665793
501	55	22.902373694872093	13.002430773461509
501	56	61.166414445210236	29.89645248039258
501	57	21.99937308027166	24.895322853902805
501	58	66.07469236652972	43.888830440283435
501	59	16.458754350393527	12.000000000019687
501	60	57.98479109336364	43.00000000000001
501	61	21.038545326017548	29.384495907698128
501	62	2.5463693986097504	1.8579357909911132
501	63	11.523891622062676	13.000000128007631
501	64	13.053977711327805	12.999997188085178
501	65	60.72403056049635	45.0260540069337
501	66	15.80855785524154	12.999957668537087
501	67	3.0333407342314347	4.844049361575549
501	68	3.322615071322236	3.313645361666196
501	69	60.14417797191882	51.77693512767343
501	70	7.000000000000001	11.58401570921135
501	71	21.750071570811073	23.01792042200647
501	72	21.078919217304485	21.33922280611272
501	73	70.76004754602026	48.76234471546705
501	74	9.985769783771902	7.029280414325013
501	75	7.1395750310503	10.278599327212525
501	76	61.617442332965524	30.112127496464588
501	77	11.250491000554465	11.653140120223446
501	78	40.76633337547532	52.99997864100064
501	79	25.523891620111552	13.000059903306868
501	80	62.72607431522168	44.264907130478505
501	81	54.99938717494938	1.0001395095180818
502	0	9.325148711854645	7.9901626592394654
502	1	85.99999999411101	33.5659164193499
502	2	53.28942794303814	1.0000000108979146
502	3	61.47671499462605	44.009045186184856
502	4	7.0000042461009055	21.974607390296438
502	5	21.285060521449527	16.702918734376837
502	6	21.000288104549423	25.377558780926922
502	7	20.956903527463155	20.1398246064309
502	8	20.3230507358319	12.945625716146848
502	9	18.897845607031055	12.986439454385632
502	10	10.2020130843246	11.096704047780417
502	11	20.99999491740561	27.904892028369712
502	12	11.500835730647257	7.495547085561272
502	13	17.096262703256162	12.99951806315136
502	14	8.76137570527001	9.275424221858982
502	15	21.703758291334545	20.48066906071967
502	16	50.637279714856454	1.000000132288734
502	17	71.9907414557945	6.010848852192176
502	18	66	34
502	19	55.24971459410929	29.788294057997366
502	20	67.38166690453177	45.80958217585257
502	21	78	32
502	22	2.083672521576289	2.743417449411484
502	23	2.4805462236566083	1.3376963607337433
502	24	81.71616146309547	54.99978147026171
502	25	21.0308143112531	15.086487413792442
502	26	20.974224558529038	14.072447262744717
502	27	74.6780805947469	1.479863792208907
502	28	60.224767775103516	41.999993910349204
502	29	74.31484047199201	1.2195064084766096
502	30	82.86150314088117	54.99819144007655
502	31	21.33162862199782	21.869926930892916
502	32	77.29366505230176	54.93532376524954
502	33	2.1929817557538733	1.9682033286356577
502	34	21.00070794979215	23.99003117930917
502	35	22.000000000000007	28.01212303028634
502	36	51	38.75
502	37	69.78353633927571	47.71949563315399
502	38	56.72610852620654	13.000677478502084
502	39	44	48.75
502	40	14.290069220846835	12.999997386746086
502	41	12.5	53
502	42	21.508456145967546	18.024798487269845
502	43	21.008573593344934	18.13278763094627
502	44	48.949779107916754	1.0000000201494392
502	45	21.005744798531506	18.98219546109907
502	46	21.999999999911637	29.84547642470175
502	47	59.14734208064229	52.319087908053405
502	48	12.693685604754169	32.08257351112342
502	49	20.999998179515337	35.25196070108971
502	50	66.03900041719187	31.137589597800968
502	51	56.41322827869143	43.00000000000045
502	52	21.15129397535058	23.28603899235715
502	53	13.107129178113594	5.893232272978492
502	54	2.5876542595067358	1.3050336176665793
502	55	22.652374601906516	13.001757337207732
502	56	61.166414445210236	29.89645248039258
502	57	21.999548134323927	24.645322915190654
502	58	66.32290736446386	43.918651821883735
502	59	16.208754350393527	12.000000000016312
502	60	58.23479109336364	43.00000000000001
502	61	21.031587848541523	29.134592739436556
502	62	2.5463693986097504	1.8579357909911132
502	63	11.631359899696003	12.774277800129935
502	64	12.803977711328695	12.999997855062
502	65	60.97292382025663	45.00255623585002
502	66	15.558557855584162	12.999970757106624
502	67	2.839721879174438	4.685898361052574
502	68	3.145237931189502	3.1374711576568335
502	69	60.38609561308692	51.83998950810542
502	70	7.000000000000001	11.33401570921135
502	71	21.50014289144456	23.01194922195029
502	72	21.022270283280864	21.095725581746635
502	73	70.93698806773168	48.93895743238316
502	74	10.161239782198319	6.851206610377791
502	75	6.973236150542114	10.091967666363452
502	76	61.617442332965524	30.112127496464588
502	77	11.160969413622714	11.419718001577374
502	78	41.01633337543785	52.99998296935786
502	79	25.27389162174584	13.000031317572635
502	80	62.48131027390693	44.315804714696924
502	81	54.74938717738523	1.000104610752063
503	0	9.465945940058365	7.7835806161424195
503	1	85.99999999671253	33.3159164193499
503	2	53.03942794303814	1.0000000087849783
503	3	61.368337022832065	44.23433214814631
503	4	7.0000031569184955	21.72460739029881
503	5	21.51592252649147	16.79884961901789
503	6	21.00023581920467	25.127558786394438
503	7	21.03053973067145	19.900915189335073
503	8	20.073261595924556	12.95589146426135
503	9	18.64787411634215	12.990214880556048
503	10	9.952818238286577	11.076655888062227
503	11	20.999996321604737	27.654892028373656
503	12	11.677825817848092	7.3189840400714505
503	13	16.84626272741416	12.999627967647937
503	14	8.935546135465067	9.09607913203027
503	15	21.82762944839042	20.69782323739983
503	16	50.38727971485646	1.000000080392867
503	17	72.1673789307894	5.833933046150352
503	18	66	34
503	19	55.24971459410929	29.788294057997366
503	20	67.49690470825672	46.0314385451383
503	21	78	32.25
503	22	2.2778148894347634	2.585909541666175
503	23	2.4805462236566083	1.3376963607337433
503	24	81.9661614594738	54.99982402423731
503	25	20.94690906211358	14.850988137430846
503	26	21.05802435101305	13.836910440189014
503	27	74.6780805947469	1.479863792208907
503	28	60.4747677750958	41.99999587416424
503	29	74.0998629391007	1.3471177729860764
503	30	83.11150282544511	54.9985885772375
503	31	21.098890720582183	21.961212577325668
503	32	77.54262355638706	54.958119888683356
503	33	2.1441131701068707	1.7230261246854095
503	34	21.000529180268032	23.740031243226262
503	35	22.000000000000004	27.76212303028634
503	36	51	38.75
503	37	69.95572255245578	47.900746586229296
503	38	56.97610849085274	13.000544524003955
503	39	44	49
503	40	14.040069220847348	12.999997893163469
503	41	12.75	53
